Timestamp,24K
2020-03-16T10:26:08+00:00,783.0
2020-03-16T14:43:31+00:00,777.0
2020-03-16T15:23:30+00:00,789.0
2020-03-16T16:06:40+00:00,783.0
2020-03-16T18:15:38+00:00,777.0
2020-03-17T12:14:35+00:00,766.0
2020-03-17T13:05:05+00:00,767.0
2020-03-17T13:16:45+00:00,771.0
2020-03-17T14:31:32+00:00,777.0
2020-03-17T14:47:11+00:00,783.0
2020-03-17T17:11:46+00:00,780.0
2020-03-18T11:01:49+00:00,783.0
2020-03-18T11:11:29+00:00,780.0
2020-03-18T11:44:21+00:00,783.0
2020-03-18T12:35:48+00:00,789.0
2020-03-18T13:11:33+00:00,780.0
2020-03-18T14:51:30+00:00,777.0
2020-03-18T15:12:20+00:00,775.0
2020-03-18T18:16:49+00:00,775.0
2020-03-19T11:13:54+00:00,767.0
2020-03-20T08:54:04+00:00,777.0
2020-03-20T12:11:08+00:00,771.0
2020-03-21T09:32:32+00:00,769.0
2020-03-22 00:00:00,769.0
2020-03-23T09:16:54+00:00,767.0
2020-03-23T12:06:40+00:00,773.0
2020-03-23T12:18:13+00:00,774.0
2020-03-23T12:31:50+00:00,773.0
2020-03-23T13:00:24+00:00,775.0
2020-03-23T15:24:44+00:00,780.0
2020-03-24T10:07:50+00:00,798.0
2020-03-24T10:55:17+00:00,800.0
2020-03-25T09:06:18+00:00,805.0
2020-03-26T10:23:40+00:00,802.0
2020-03-27 00:00:00,802.0
2020-03-28 00:00:00,802.0
2020-03-29T10:37:26+00:00,802.0
2020-03-30 00:00:00,802.0
2020-03-31T08:32:22+00:00,794.0
2020-03-31T10:39:48+00:00,789.0
2020-03-31T19:22:37+00:00,783.0
2020-04-01T09:00:53+00:00,786.0
2020-04-01T09:53:57+00:00,789.0
2020-04-02T09:16:25+00:00,787.0
2020-04-03T21:12:48+00:00,799.0
2020-04-04 00:00:00,799.0
2020-04-05 00:00:00,799.0
2020-04-06T18:32:58+00:00,815.0
2020-04-07T08:36:23+00:00,819.0
2020-04-08T08:53:13+00:00,817.0
2020-04-09T08:33:30+00:00,819.0
2020-04-09T09:35:01+00:00,822.0
2020-04-09T10:20:20+00:00,824.0
2020-04-10T13:19:08+00:00,835.0
2020-04-11 00:00:00,835.0
2020-04-12T08:30:45+00:00,837.0
2020-04-13T08:13:38+00:00,839.0
2020-04-13T15:36:32+00:00,844.0
2020-04-13T15:38:46+00:00,846.0
2020-04-13T17:01:50+00:00,849.0
2020-04-13T19:10:02+00:00,852.0
2020-04-13T21:31:12+00:00,849.0
2020-04-14T08:48:23+00:00,852.0
2020-04-14T13:54:39+00:00,857.0
2020-04-14T19:39:17+00:00,854.0
2020-04-15T08:13:54+00:00,848.0
2020-04-15T10:32:48+00:00,852.0
2020-04-15T10:39:41+00:00,852.0
2020-04-16T10:25:30+00:00,852.0
2020-04-16T10:56:28+00:00,857.0
2020-04-17T10:00:46+00:00,843.0
2020-04-18T09:11:56+00:00,837.0
2020-04-19 00:00:00,837.0
2020-04-20T10:32:26+00:00,834.0
2020-04-21T08:45:50+00:00,841.0
2020-04-21T10:04:48+00:00,837.0
2020-04-21T13:16:27+00:00,833.0
2020-04-22T09:07:42+00:00,843.0
2020-04-22T09:34:06+00:00,846.0
2020-04-22T13:21:41+00:00,848.0
2020-04-22T15:09:26+00:00,850.0
2020-04-23T08:28:41+00:00,857.0
2020-04-23T08:38:15+00:00,855.0
2020-04-23T09:52:06+00:00,858.0
2020-04-23T11:14:01+00:00,859.0
2020-04-24 00:00:00,859.0
2020-04-25T09:04:58+00:00,859.0
2020-04-26 00:00:00,859.0
2020-04-27T08:29:18+00:00,857.0
2020-04-28T09:20:56+00:00,850.0
2020-04-29T09:02:31+00:00,852.0
2020-04-30T08:21:35+00:00,857.0
2020-04-30T08:27:18+00:00,858.0
2020-04-30T09:15:28+00:00,859.0
2020-04-30T10:03:42+00:00,857.0
2020-04-30T15:19:49+00:00,854.0
2020-04-30T16:48:21+00:00,846.0
2020-05-01T08:50:48+00:00,840.0
2020-05-01T11:20:44+00:00,843.0
2020-05-01T15:12:11+00:00,846.0
2020-05-01T19:17:04+00:00,850.0
2020-05-02T08:17:57+00:00,849.0
2020-05-03 00:00:00,849.0
2020-05-04T08:51:20+00:00,850.0
2020-05-04T09:28:35+00:00,852.0
2020-05-05T08:52:38+00:00,849.0
2020-05-06T08:50:46+00:00,852.0
2020-05-07T09:10:19+00:00,847.0
2020-05-07T09:16:36+00:00,848.0
2020-05-07T18:47:34+00:00,856.0
2020-05-07T18:54:23+00:00,857.0
2020-05-08T08:51:54+00:00,857.0
2020-05-08T10:31:43+00:00,859.0
2020-05-08T13:37:34+00:00,855.0
2020-05-09T08:50:23+00:00,852.0
2020-05-10 00:00:00,852.0
2020-05-11T09:02:19+00:00,852.0
2020-05-11T10:11:34+00:00,852.0
2020-05-11T10:18:59+00:00,850.0
2020-05-11T10:27:30+00:00,849.0
2020-05-11T10:39:59+00:00,850.0
2020-05-12T09:10:16+00:00,852.0
2020-05-13T08:41:43+00:00,850.0
2020-05-13T13:16:57+00:00,856.0
2020-05-14T09:17:55+00:00,856.0
2020-05-14T09:44:34+00:00,857.0
2020-05-14T12:11:03+00:00,854.0
2020-05-14T12:34:50+00:00,856.0
2020-05-14T17:25:12+00:00,860.0
2020-05-15T08:11:16+00:00,863.0
2020-05-15T08:35:53+00:00,860.0
2020-05-15T12:45:54+00:00,864.0
2020-05-15T12:46:36+00:00,865.0
2020-05-15T16:04:16+00:00,867.0
2020-05-15T16:23:49+00:00,869.0
2020-05-16T06:26:15+00:00,865.0
2020-05-17 00:00:00,865.0
2020-05-18T09:33:19+00:00,874.0
2020-05-18T09:42:17+00:00,876.0
2020-05-18T11:32:49+00:00,878.0
2020-05-18T15:30:20+00:00,865.0
2020-05-19T09:01:26+00:00,869.0
2020-05-20T08:34:26+00:00,872.0
2020-05-20T11:10:14+00:00,874.0
2020-05-21T08:30:20+00:00,871.0
2020-05-22T09:12:35+00:00,872.0
2020-05-23 00:00:00,872.0
2020-05-24 00:00:00,872.0
2020-05-25 00:00:00,872.0
2020-05-26 00:00:00,872.0
2020-05-27 00:00:00,872.0
2020-05-28 00:00:00,872.0
2020-05-29T09:57:32+00:00,869.0
2020-05-29T11:09:20+00:00,871.0
2020-05-30 00:00:00,871.0
2020-05-31T12:24:45+00:00,872.0
2020-06-01T09:14:25+00:00,876.0
2020-06-01T10:43:39+00:00,874.0
2020-06-02T08:46:01+00:00,876.0
2020-06-02T11:42:28+00:00,879.0
2020-06-03T09:09:05+00:00,874.0
2020-06-03T12:00:52+00:00,878.0
2020-06-04T09:00:46+00:00,876.0
2020-06-04T09:42:28+00:00,878.0
2020-06-05T08:59:06+00:00,880.0
2020-06-05T09:22:37+00:00,882.0
2020-06-05T09:35:55+00:00,881.0
2020-06-05T12:45:25+00:00,878.0
2020-06-06T09:05:31+00:00,880.0
2020-06-06T12:00:46+00:00,886.0
2020-06-07T07:33:07+00:00,886.0
2020-06-08T08:25:45+00:00,883.0
2020-06-08T09:21:42+00:00,881.0
2020-06-08T10:04:03+00:00,882.0
2020-06-08T10:40:41+00:00,880.0
2020-06-08T13:35:04+00:00,875.0
2020-06-08T13:41:00+00:00,874.0
2020-06-08T14:30:55+00:00,876.0
2020-06-09T08:28:38+00:00,878.0
2020-06-10T09:49:15+00:00,879.0
2020-06-10T10:11:51+00:00,880.0
2020-06-10T14:36:02+00:00,883.0
2020-06-10T19:11:16+00:00,886.0
2020-06-10T20:07:48+00:00,890.0
2020-06-10T20:36:21+00:00,887.0
2020-06-11T09:11:06+00:00,888.0
2020-06-11T11:34:34+00:00,886.0
2020-06-12T09:09:58+00:00,889.0
2020-06-13T09:40:34+00:00,889.0
2020-06-14 00:00:00,889.0
2020-06-15T08:49:32+00:00,884.0
2020-06-15T11:16:48+00:00,882.0
2020-06-16T09:18:47+00:00,887.0
2020-06-16T10:04:19+00:00,888.0
2020-06-17T08:53:19+00:00,886.0
2020-06-17T11:38:38+00:00,884.0
2020-06-18T08:31:19+00:00,887.0
2020-06-18T09:25:43+00:00,889.0
2020-06-18T09:42:08+00:00,888.0
2020-06-19T08:39:28+00:00,889.0
2020-06-19T15:51:11+00:00,893.0
2020-06-20T09:21:49+00:00,894.0
2020-06-21 00:00:00,894.0
2020-06-22T08:46:50+00:00,896.0
2020-06-22T09:21:07+00:00,897.0
2020-06-22T09:38:24+00:00,896.0
2020-06-22T12:55:57+00:00,898.0
2020-06-22T13:58:21+00:00,900.0
2020-06-22T15:02:21+00:00,898.0
2020-06-23T08:14:28+00:00,900.0
2020-06-23T11:52:31+00:00,902.0
2020-06-23T13:44:01+00:00,903.0
2020-06-23T13:51:08+00:00,904.0
2020-06-23T20:13:26+00:00,908.0
2020-06-24T09:09:57+00:00,911.0
2020-06-24T09:47:02+00:00,912.0
2020-06-24T13:06:07+00:00,908.0
2020-06-25T10:23:25+00:00,905.0
2020-06-26T09:17:10+00:00,905.0
2020-06-26T15:18:03+00:00,903.0
2020-06-27T09:44:21+00:00,908.0
2020-06-28T14:45:10+00:00,908.0
2020-06-29T09:56:29+00:00,910.0
2020-06-30T15:34:45+00:00,912.0
2020-07-01T08:32:06+00:00,914.0
2020-07-01T11:17:32+00:00,911.0
2020-07-01T13:20:45+00:00,910.0
2020-07-01T13:59:47+00:00,907.0
2020-07-02T08:56:30+00:00,907.0
2020-07-02T13:07:30+00:00,906.0
2020-07-02T14:33:55+00:00,910.0
2020-07-03T08:35:05+00:00,908.0
2020-07-04 00:00:00,908.0
2020-07-05 00:00:00,908.0
2020-07-06T09:35:24+00:00,906.0
2020-07-06T12:16:59+00:00,907.0
2020-07-06T15:20:52+00:00,908.0
2020-07-07T12:34:30+00:00,905.0
2020-07-07T14:28:54+00:00,908.0
2020-07-08T10:02:21+00:00,913.0
2020-07-08T13:28:13+00:00,914.0
2020-07-08T13:39:08+00:00,917.0
2020-07-09T09:28:14+00:00,918.0
2020-07-09T15:12:30+00:00,914.0
2020-07-10T15:59:03+00:00,914.0
2020-07-11T10:32:55+00:00,914.0
2020-07-12 00:00:00,914.0
2020-07-13 00:00:00,914.0
2020-07-14T09:38:27+00:00,913.0
2020-07-14T14:57:08+00:00,914.0
2020-07-15T10:28:22+00:00,914.0
2020-07-15T14:33:49+00:00,917.0
2020-07-16T09:03:25+00:00,917.0
2020-07-17T09:32:48+00:00,917.0
2020-07-18T09:35:58+00:00,919.0
2020-07-18T11:07:16+00:00,920.0
2020-07-19 00:00:00,920.0
2020-07-20T09:32:24+00:00,920.0
2020-07-20T11:45:44+00:00,920.0
2020-07-20T12:34:08+00:00,922.0
2020-07-20T14:41:38+00:00,923.0
2020-07-21T16:26:52+00:00,936.0
2020-07-21T17:59:10+00:00,937.0
2020-07-22T09:07:47+00:00,940.0
2020-07-22T09:58:59+00:00,943.0
2020-07-22T10:17:38+00:00,944.0
2020-07-22T10:51:37+00:00,945.0
2020-07-22T10:58:37+00:00,946.0
2020-07-22T11:39:12+00:00,947.0
2020-07-22T12:02:54+00:00,948.0
2020-07-22T12:45:00+00:00,945.0
2020-07-22T13:06:35+00:00,944.0
2020-07-22T13:27:02+00:00,943.0
2020-07-22T14:23:27+00:00,945.0
2020-07-22T14:25:27+00:00,947.0
2020-07-22T16:09:00+00:00,948.0
2020-07-22T16:27:54+00:00,951.0
2020-07-23T08:32:38+00:00,958.0
2020-07-23T09:21:41+00:00,959.0
2020-07-23T13:41:31+00:00,954.0
2020-07-23T14:20:50+00:00,958.0
2020-07-23T15:18:06+00:00,961.0
2020-07-23T16:03:07+00:00,963.0
2020-07-24T09:52:39+00:00,963.0
2020-07-24T13:34:16+00:00,967.0
2020-07-24T13:45:00+00:00,968.0
2020-07-25T09:16:56+00:00,969.0
2020-07-26T08:46:37+00:00,971.0
2020-07-27T10:11:24+00:00,987.0
2020-07-27T10:12:30+00:00,991.0
2020-07-27T10:24:37+00:00,992.0
2020-07-27T15:13:25+00:00,994.0
2020-07-27T15:29:20+00:00,992.0
2020-07-28T08:28:21+00:00,985.0
2020-07-28T08:56:06+00:00,987.0
2020-07-28T09:48:05+00:00,990.0
2020-07-28T11:19:14+00:00,987.0
2020-07-28T13:05:39+00:00,990.0
2020-07-28T15:02:34+00:00,994.0
2020-07-28T18:56:47+00:00,999.0
2020-07-29T11:00:04+00:00,998.0
2020-07-29T18:26:43+00:00,1001.0
2020-07-29T18:53:35+00:00,1006.0
2020-07-29T18:54:24+00:00,1008.0
2020-07-29T19:33:25+00:00,1001.0
2020-07-30T10:00:17+00:00,999.0
2020-07-30T14:52:11+00:00,995.0
2020-07-30T15:25:25+00:00,994.0
2020-07-30T16:04:52+00:00,999.0
2020-07-30T17:52:40+00:00,998.0
2020-07-31T10:21:25+00:00,1006.0
2020-07-31T13:25:28+00:00,1001.0
2020-08-01T14:43:48+00:00,1004.0
2020-08-01T17:15:59+00:00,1006.0
2020-08-02 00:00:00,1006.0
2020-08-03T10:48:46+00:00,1003.0
2020-08-03T15:13:06+00:00,1006.0
2020-08-04T10:24:36+00:00,1007.0
2020-08-04T14:41:33+00:00,1011.0
2020-08-04T14:53:28+00:00,1012.0
2020-08-04T15:00:17+00:00,1014.0
2020-08-04T15:15:22+00:00,1015.0
2020-08-04T15:52:24+00:00,1016.0
2020-08-04T17:56:35+00:00,1023.0
2020-08-04T18:39:32+00:00,1025.0
2020-08-04T19:58:44+00:00,1032.0
2020-08-04T21:05:13+00:00,1034.0
2020-08-05T09:10:03+00:00,1042.0
2020-08-05T10:13:46+00:00,1046.0
2020-08-05T10:51:00+00:00,1047.0
2020-08-05T11:09:53+00:00,1044.0
2020-08-05T11:29:21+00:00,1046.0
2020-08-05T14:01:45+00:00,1049.0
2020-08-05T14:30:51+00:00,1051.0
2020-08-05T14:37:15+00:00,1054.0
2020-08-05T15:03:25+00:00,1049.0
2020-08-05T15:12:19+00:00,1051.0
2020-08-05T16:49:54+00:00,1046.0
2020-08-06T09:08:20+00:00,1051.0
2020-08-06T11:15:23+00:00,1051.0
2020-08-06T11:50:16+00:00,1053.0
2020-08-06T12:00:00+00:00,1054.0
2020-08-06T13:47:41+00:00,1056.0
2020-08-06T14:28:37+00:00,1054.0
2020-08-06T20:56:41+00:00,1056.0
2020-08-07T09:44:06+00:00,1054.0
2020-08-07T11:46:07+00:00,1051.0
2020-08-07T14:12:09+00:00,1042.0
2020-08-07T14:36:10+00:00,1040.0
2020-08-07T14:36:50+00:00,1042.0
2020-08-07T14:38:31+00:00,1040.0
2020-08-07T14:57:53+00:00,1042.0
2020-08-07T16:12:58+00:00,1038.0
2020-08-07T17:24:39+00:00,1031.0
2020-08-07T18:26:21+00:00,1034.0
2020-08-07T20:14:22+00:00,1040.0
2020-08-08T10:46:38+00:00,1040.0
2020-08-09 00:00:00,1040.0
2020-08-10T08:56:15+00:00,1040.0
2020-08-10T10:17:07+00:00,1038.0
2020-08-10T10:31:49+00:00,1037.0
2020-08-10T11:21:04+00:00,1036.0
2020-08-10T12:10:41+00:00,1037.0
2020-08-10T12:31:32+00:00,1036.0
2020-08-10T14:25:31+00:00,1039.0
2020-08-10T16:06:50+00:00,1036.0
2020-08-10T17:08:51+00:00,1034.0
2020-08-11T09:31:42+00:00,1017.0
2020-08-11T10:18:51+00:00,1014.0
2020-08-11T10:30:22+00:00,1015.0
2020-08-11T11:19:27+00:00,1011.0
2020-08-11T11:42:11+00:00,1007.0
2020-08-11T11:51:28+00:00,1006.0
2020-08-11T12:25:17+00:00,1003.0
2020-08-11T12:46:32+00:00,1000.0
2020-08-11T12:53:38+00:00,994.0
2020-08-11T13:21:30+00:00,989.0
2020-08-11T13:27:39+00:00,992.0
2020-08-11T13:45:59+00:00,994.0
2020-08-11T14:00:47+00:00,989.0
2020-08-11T14:43:03+00:00,994.0
2020-08-11T15:53:50+00:00,990.0
2020-08-11T16:37:15+00:00,989.0
2020-08-11T17:20:18+00:00,985.0
2020-08-11T17:21:20+00:00,983.0
2020-08-11T17:47:05+00:00,989.0
2020-08-11T18:04:21+00:00,983.0
2020-08-11T18:11:17+00:00,974.0
2020-08-11T18:17:15+00:00,983.0
2020-08-11T18:38:11+00:00,971.0
2020-08-12T00:37:04+00:00,969.0
2020-08-12T08:49:03+00:00,983.0
2020-08-12T09:50:53+00:00,980.0
2020-08-12T11:21:59+00:00,985.0
2020-08-12T11:23:47+00:00,983.0
2020-08-12T11:57:16+00:00,980.0
2020-08-12T12:28:34+00:00,983.0
2020-08-12T14:31:30+00:00,985.0
2020-08-12T15:14:44+00:00,987.0
2020-08-12T16:20:31+00:00,987.0
2020-08-12T16:50:14+00:00,989.0
2020-08-12T18:47:23+00:00,983.0
2020-08-12T19:50:57+00:00,975.0
2020-08-12T20:01:30+00:00,971.0
2020-08-13T09:32:10+00:00,980.0
2020-08-13T12:00:05+00:00,980.0
2020-08-13T14:52:51+00:00,982.0
2020-08-13T16:44:33+00:00,983.0
2020-08-13T18:06:12+00:00,992.0
2020-08-14T09:16:38+00:00,986.0
2020-08-14T10:02:41+00:00,983.0
2020-08-14T15:28:10+00:00,985.0
2020-08-14T19:24:45+00:00,983.0
2020-08-15T10:15:37+00:00,983.0
2020-08-16T15:59:18+00:00,978.0
2020-08-17T09:46:04+00:00,983.0
2020-08-17T11:02:05+00:00,985.0
2020-08-17T12:42:46+00:00,987.0
2020-08-17T12:43:13+00:00,989.0
2020-08-17T13:45:48+00:00,994.0
2020-08-17T14:32:32+00:00,1000.0
2020-08-17T14:47:02+00:00,1002.0
2020-08-17T14:50:32+00:00,1000.0
2020-08-17T16:37:22+00:00,1002.0
2020-08-18T08:45:47+00:00,1014.0
2020-08-18T10:35:44+00:00,1016.0
2020-08-18T12:32:04+00:00,1017.0
2020-08-18T14:55:48+00:00,1011.0
2020-08-18T15:52:55+00:00,1012.0
2020-08-18T19:44:33+00:00,1010.0
2020-08-19T10:57:16+00:00,1004.0
2020-08-19T11:29:52+00:00,1003.0
2020-08-19T14:55:25+00:00,998.0
2020-08-19T15:34:39+00:00,993.0
2020-08-19T17:38:39+00:00,995.0
2020-08-19T18:17:03+00:00,989.0
2020-08-19T19:49:41+00:00,985.0
2020-08-20T10:35:01+00:00,974.0
2020-08-20T12:05:57+00:00,980.0
2020-08-20T15:19:42+00:00,980.0
2020-08-20T17:24:36+00:00,978.0
2020-08-21T10:17:41+00:00,978.0
2020-08-21T12:18:02+00:00,971.0
2020-08-21T12:31:41+00:00,974.0
2020-08-21T12:31:58+00:00,975.0
2020-08-21T12:40:24+00:00,977.0
2020-08-21T12:58:04+00:00,980.0
2020-08-21T12:58:28+00:00,980.0
2020-08-21T14:10:47+00:00,974.0
2020-08-21T14:13:23+00:00,975.0
2020-08-21T15:23:01+00:00,982.0
2020-08-21T16:46:03+00:00,977.0
2020-08-21T20:39:36+00:00,980.0
2020-08-22T12:03:55+00:00,980.0
2020-08-23T13:08:47+00:00,978.0
2020-08-24T09:36:34+00:00,980.0
2020-08-24T12:22:30+00:00,982.0
2020-08-24T15:07:11+00:00,975.0
2020-08-24T16:37:58+00:00,974.0
2020-08-25T09:35:01+00:00,969.0
2020-08-25T14:03:16+00:00,967.0
2020-08-25T17:11:01+00:00,963.0
2020-08-26T12:39:19+00:00,959.0
2020-08-26T13:40:01+00:00,967.0
2020-08-26T13:44:59+00:00,968.0
2020-08-26T15:24:35+00:00,971.0
2020-08-26T15:55:18+00:00,975.0
2020-08-26T19:00:07+00:00,977.0
2020-08-26T19:25:51+00:00,978.0
2020-08-27T12:07:31+00:00,974.0
2020-08-27T12:37:24+00:00,971.0
2020-08-27T13:10:04+00:00,974.0
2020-08-27T13:16:34+00:00,980.0
2020-08-27T13:16:53+00:00,985.0
2020-08-27T13:20:36+00:00,989.0
2020-08-27T13:58:35+00:00,974.0
2020-08-27T14:24:34+00:00,971.0
2020-08-27T14:57:18+00:00,966.0
2020-08-27T15:10:05+00:00,968.0
2020-08-27T16:10:52+00:00,971.0
2020-08-27T16:47:55+00:00,969.0
2020-08-28T10:43:15+00:00,980.0
2020-08-28T11:39:51+00:00,983.0
2020-08-28T12:44:47+00:00,980.0
2020-08-28T16:03:48+00:00,987.0
2020-08-28T18:17:12+00:00,983.0
2020-08-28T18:41:47+00:00,985.0
2020-08-29T11:01:02+00:00,984.0
2020-08-30 00:00:00,984.0
2020-08-31T09:45:08+00:00,985.0
2020-08-31T12:01:55+00:00,986.0
2020-09-01T08:51:49+00:00,999.0
2020-09-01T12:14:48+00:00,998.0
2020-09-01T13:44:34+00:00,995.0
2020-09-01T14:16:30+00:00,992.0
2020-09-02T08:26:32+00:00,989.0
2020-09-02T12:12:19+00:00,985.0
2020-09-02T13:54:00+00:00,980.0
2020-09-02T15:01:15+00:00,978.0
2020-09-02T16:14:08+00:00,977.0
2020-09-02T16:39:30+00:00,974.0
2020-09-02T16:39:54+00:00,975.0
2020-09-03T10:00:03+00:00,969.0
2020-09-03T13:23:48+00:00,971.0
2020-09-03T15:25:52+00:00,968.0
2020-09-04T11:12:23+00:00,969.0
2020-09-04T12:28:09+00:00,971.0
2020-09-04T13:18:01+00:00,967.0
2020-09-05T10:56:07+00:00,968.0
2020-09-05T10:56:59+00:00,969.0
2020-09-06 00:00:00,969.0
2020-09-07T10:39:59+00:00,963.0
2020-09-08T09:35:03+00:00,961.0
2020-09-08T13:30:24+00:00,955.0
2020-09-08T15:26:32+00:00,961.0
2020-09-08T17:29:27+00:00,967.0
2020-09-09T10:23:32+00:00,963.0
2020-09-09T13:39:35+00:00,969.0
